-20000,-19200,-20000,-20000,-20000,-19600,-20000,-20000,-20000,-19600,-19600,-20000,-20000,-19600,-20000,-19200,-19600,-19600,-19600,-20000,-20000,-19600,-20000,-20000,-20000,-20000,-20000,-20000,-20000,-20000,-19600,-20000,-20000,-20000,-20000,-19600,-20000,-20000,-20000,-20000,-20000,-19600,-20000,-19600,-19600,-19600,-20000,-20000,-19600,-20000,-19200,-20000,-20000,-20000,-20000,-20000,-19600,-19600,-20000,-20000,-20000,-19600,-19600,-19600,-20000,-20000,-20000,-20000,-19600,-20000,-19600,-19600,-20000,-20000,-20000,-20000,-19600,-19600,-20000,-20000,-20000,-20000,-20000,-20000,-19600,-20000,-19600,-20000,-19600,-20000,-20000,-20000,-20000,-19600,-19600,-19600,-19600,-20000,-20000,-19600
-20000,-20000,-19200,-20000,-19200,-20000,-20000,-20000,-20000,-20000,-20000,-19600,-19600,-19600,-19600,-20000,-19600,-20000,-20000,-20000,-20000,-20000,-20000,-20000,-20000,-20000,-20000,-19600,-20000,-20000,-19600,-19600,-20000,-20000,-20000,-19600,-20000,-20000,-19600,-19600,-19600,-20000,-20000,-20000,-20000,-20000,-19600,-20000,-20000,-20000,-19600,-20000,-20000,-20000,-20000,-20000,-19600,-20000,-20000,-20000,-19600,-20000,-20000,-19600,-20000,-20000,-20000,-19600,-19600,-20000,-20000,-20000,-20000,-19600,-20000,-20000,-20000,-19600,-20000,-19600,-19600,-20000,-20000,-19600,-19600,-20000,-20000,-20000,-19600,-20000,-20000,-19200,-19600,-19600,-20000,-19200,-20000,-20000,-19600,-19600
-19600,-20000,-19600,-20000,-20000,-20000,-20000,-20000,-20000,-20000,-19200,-19600,-19200,-19600,-20000,-20000,-20000,-20000,-19600,-19600,-20000,-20000,-20000,-20000,-20000,-20000,-20000,-19600,-19600,-20000,-20000,-20000,-20000,-20000,-19600,-20000,-19600,-20000,-19600,-19600,-20000,-20000,-19600,-20000,-19600,-19600,-20000,-19600,-19600,-19600,-20000,-20000,-20000,-19600,-19200,-19600,-20000,-20000,-20000,-19600,-19600,-20000,-19600,-20000,-20000,-20000,-19600,-20000,-20000,-20000,-20000,-19600,-20000,-19600,-19600,-20000,-20000,-19600,-20000,-20000,-19600,-19600,-20000,-19600,-20000,-19600,-20000,-20000,-20000,-20000,-20000,-20000,-20000,-20000,-20000,-20000,-20000,-20000,-20000,-19600
-20000,-19600,-20000,-20000,-20000,-19600,-20000,-20000,-20000,-20000,-20000,-19600,-19600,-20000,-20000,-20000,-20000,-20000,-19600,-19600,-20000,-19200,-19600,-20000,-20000,-20000,-19600,-20000,-20000,-19600,-20000,-19600,-20000,-20000,-20000,-19592,-20000,-20000,-19600,-19596,-19600,-19600,-20000,-19600,-20000,-19600,-20000,-20000,-19600,-19600,-20000,-20000,-20000,-20000,-20000,-19600,-20000,-19600,-20000,-20000,-19600,-20000,-20000,-20000,-20000,-19600,-19600,-20000,-20000,-19200,-19600,-20000,-20000,-20000,-20000,-20000,-20000,-20000,-20000,-20000,-20000,-19600,-20000,-20000,-20000,-19596,-20000,-20000,-19600,-20000,-20000,-20000,-19600,-19600,-19600,-20000,-20000,-20000,-20000,-20000
-20000,-20000,-20000,-19600,-20000,-20000,-19600,-20000,-19592,-20000,-20000,-20000,-20000,-20000,-19200,-20000,-19596,-19596,-20000,-19200,-19600,-20000,-19200,-20000,-20000,-20000,-20000,-20000,-20000,-20000,-20000,-19596,-19592,-19600,-20000,-20000,-20000,-20000,-19592,-20000,-20000,-19596,-20000,-20000,-20000,-20000,-20000,-19596,-20000,-20000,-20000,-20000,-20000,-20000,-19600,-19200,-19600,-19600,-19596,-20000,-20000,-19200,-20000,-20000,-20000,-20000,-20000,-19600,-20000,-20000,-20000,-20000,-20000,-20000,-19600,-19600,-20000,-20000,-19596,-20000,-20000,-20000,-19600,-20000,-19600,-20000,-20000,-20000,-20000,-20000,-20000,-19596,-20000,-20000,-19596,-19200,-19600,-19600,-20000,-19600
-20000,-20000,-20000,-20000,-19576,-19592,-20000,-20000,-19592,-20000,-19584,-19588,-19588,-20000,-19580,-20000,-19588,-19588,-19580,-19588,-20000,-20000,-19584,-19588,-20000,-19580,-20000,-19584,-19584,-19588,-19584,-19588,-19596,-20000,-19580,-19200,-20000,-20000,-20000,-20000,-20000,-19580,-19584,-20000,-19588,-20000,-20000,-20000,-20000,-20000,-19580,-19588,-20000,-20000,-20000,-19576,-20000,-20000,-19576,-20000,-19592,-20000,-20000,-20000,-20000,-19588,-20000,-19580,-19584,-20000,-20000,-20000,-20000,-19572,-19592,-19588,-20000,-20000,-20000,-20000,-19200,-19576,-20000,-20000,-19200,-20000,-19588,-20000,-20000,-19588,-20000,-19592,-20000,-20000,-20000,-20000,-20000,-20000,-19200,-19592
-20000,-20000,-20000,-20000,-19560,-20000,-19200,-20000,-19992,-20000,-20000,-19576,-20000,-20000,-19572,-20000,-19568,-19580,-19200,-20000,-20000,-20000,-20000,-19572,-19560,-20000,-20000,-19584,-20000,-20000,-20000,-19584,-19564,-19592,-20000,-20000,-20000,-19568,-20000,-20000,-19580,-20000,-20000,-20000,-20000,-20000,-20000,-20000,-20000,-20000,-19580,-19572,-19572,-19548,-19576,-19576,-19200,-20000,-20000,-20000,-20000,-20000,-19564,-20000,-20000,-20000,-19568,-19580,-20000,-19564,-20000,-20000,-19584,-20000,-20000,-20000,-20000,-20000,-19572,-20000,-19572,-20000,-20000,-20000,-19572,-20000,-20000,-20000,-20000,-20000,-19568,-19568,-19564,-20000,-20000,-19580,-19556,-19200,-20000,-20000
-20000,-19540,-20000,-19556,-20000,-19532,-20000,-20000,-20000,-19556,-19572,-20000,-19556,-20000,-19992,-20000,-20000,-19556,-19552,-19556,-19552,-20000,-20000,-20000,-20000,-19552,-19552,-19544,-19992,-20000,-20000,-20000,-20000,-20000,-20000,-20000,-20000,-19544,-20000,-20000,-19560,-19536,-20000,-20000,-20000,-20000,-19548,-20000,-20000,-19548,-20000,-20000,-20000,-20000,-20000,-20000,-20000,-19556,-19560,-19552,-19564,-19992,-20000,-20000,-20000,-20000,-19992,-19552,-19560,-19560,-20000,-19552,-20000,-19560,-20000,-20000,-19548,-19556,-19196,-19536,-19544,-19196,-19552,-19544,-20000,-20000,-19564,-19992,-19528,-20000,-20000,-19200,-20000,-20000,-19992,-20000,-20000,-20000,-20000,-20000
-20000,-19992,-19504,-19992,-19172,-19532,-20000,-19536,-20000,-19544,-19528,-20000,-19992,-19992,-19992,-19992,-20000,-19180,-19992,-19520,-19540,-19992,-20000,-19516,-19180,-20000,-20000,-19992,-19524,-19536,-20000,-20000,-19528,-19540,-19528,-19992,-20000,-20000,-19992,-19528,-20000,-19536,-19548,-19528,-19536,-20000,-19992,-20000,-19500,-19520,-20000,-19984,-20000,-19992,-19524,-19992,-20000,-19544,-19168,-19528,-20000,-19536,-20000,-20000,-19540,-20000,-19992,-19992,-19992,-19532,-20000,-19536,-19528,-20000,-19536,-19512,-19992,-19984,-19516,-19516,-20000,-19528,-20000,-20000,-20000,-19992,-19512,-20000,-19992,-19532,-19516,-20000,-19520,-19992,-19992,-19992,-19528,-19192,-19992,-19524
-19972,-19520,-19992,-19500,-19984,-19504,-19504,-19524,-19992,-20000,-19992,-19992,-19976,-19492,-19976,-19984,-19976,-19984,-19968,-20000,-19968,-19472,-19992,-19984,-20000,-19520,-19976,-19504,-20000,-19496,-19992,-19976,-19992,-19992,-19984,-19992,-19976,-19500,-19472,-19504,-19472,-19492,-19992,-19508,-19500,-19984,-19992,-19976,-19972,-19464,-19472,-19992,-19984,-19984,-19496,-19492,-20000,-19984,-19500,-19976,-19504,-19512,-19972,-19516,-19964,-19472,-19500,-19984,-19512,-19992,-19984,-19976,-19992,-19992,-19984,-19524,-19988,-20000,-19984,-19984,-19992,-19984,-19976,-19992,-19512,-19500,-19492,-19992,-19172,-19516,-19984,-19180,-19488,-19168,-19984,-19992,-19952,-19512,-20000,-19492
